period_utc,ba_code,fuel_code,fuel_name,is_renewable,is_carbon_free,generation_mwh
2026-06-11 09:00:00+00:00,CISO,SUN,Solar,True,True,7506.224994957473
2026-06-11 09:00:00+00:00,CISO,WAT,Hydro,True,True,7643.091736866798
2026-06-11 09:00:00+00:00,CISO,WND,Wind,True,True,3878.1154015458624
2026-06-11 09:00:00+00:00,CPLE,COL,Coal,False,False,1816.9601526155575
2026-06-11 09:00:00+00:00,CPLE,NG,Natural Gas,False,False,4542.400381538894
2026-06-11 09:00:00+00:00,CPLE,NUC,Nuclear,False,True,2321.6713061198793
2026-06-11 09:00:00+00:00,CPLE,OTH,Other,False,False,504.7111535043216
2026-06-11 09:00:00+00:00,CPLE,SUN,Solar,True,True,356.88467918339035
2026-06-11 09:00:00+00:00,CPLE,WAT,Hydro,True,True,403.76892280345726
2026-06-11 09:00:00+00:00,DUK,COL,Coal,False,False,4161.148829750108
2026-06-11 09:00:00+00:00,DUK,NG,Natural Gas,False,False,10402.872074375271
2026-06-11 09:00:00+00:00,DUK,NUC,Nuclear,False,True,5317.023504680694
2026-06-11 09:00:00+00:00,DUK,OTH,Other,False,False,1155.8746749305856
2026-06-11 09:00:00+00:00,DUK,SUN,Solar,True,True,817.3268208452133
2026-06-11 09:00:00+00:00,DUK,WAT,Hydro,True,True,924.6997399444684
2026-06-11 09:00:00+00:00,ERCO,COL,Coal,False,False,9914.453293645567
2026-06-11 09:00:00+00:00,ERCO,NG,Natural Gas,False,False,30506.010134294054
2026-06-11 09:00:00+00:00,ERCO,NUC,Nuclear,False,True,7626.502533573514
2026-06-11 09:00:00+00:00,ERCO,OTH,Other,False,False,1525.3005067147026
2026-06-11 09:00:00+00:00,ERCO,SUN,Solar,True,True,5392.751658226217
2026-06-11 09:00:00+00:00,ERCO,WND,Wind,True,True,18245.649380123446
2026-06-11 09:00:00+00:00,FPL,COL,Coal,False,False,4905.241415428632
2026-06-11 09:00:00+00:00,FPL,NG,Natural Gas,False,False,12263.103538571579
2026-06-11 09:00:00+00:00,FPL,NUC,Nuclear,False,True,6267.808475269919
2026-06-11 09:00:00+00:00,FPL,OTH,Other,False,False,1362.5670598412867
2026-06-11 09:00:00+00:00,FPL,SUN,Solar,True,True,963.4804078351901
2026-06-11 09:00:00+00:00,FPL,WAT,Hydro,True,True,1090.0536478730294
2026-06-11 09:00:00+00:00,IPCO,GEO,Geothermal,True,True,91.08853171754915
2026-06-11 09:00:00+00:00,IPCO,NG,Natural Gas,False,False,1062.69953670474
2026-06-11 09:00:00+00:00,IPCO,NUC,Nuclear,False,True,212.53990734094805
2026-06-11 09:00:00+00:00,IPCO,OTH,Other,False,False,60.72568781169944
2026-06-11 09:00:00+00:00,IPCO,SUN,Solar,True,True,536.7443205483744
2026-06-11 09:00:00+00:00,IPCO,WAT,Hydro,True,True,546.5311903052949
2026-06-11 09:00:00+00:00,IPCO,WND,Wind,True,True,332.6383453786019
2026-06-11 09:00:00+00:00,ISNE,NG,Natural Gas,False,False,9513.042508795095
2026-06-11 09:00:00+00:00,ISNE,NUC,Nuclear,False,True,6764.830228476511
2026-06-11 09:00:00+00:00,ISNE,OTH,Other,False,False,1057.004723199455
2026-06-11 09:00:00+00:00,ISNE,SUN,Solar,True,True,597.9321660164354
2026-06-11 09:00:00+00:00,ISNE,WAT,Hydro,True,True,1691.2075571191278
2026-06-11 09:00:00+00:00,ISNE,WND,Wind,True,True,1483.7066962085194
2026-06-11 09:00:00+00:00,JEA,COL,Coal,False,False,595.1188724422116
2026-06-11 09:00:00+00:00,JEA,NG,Natural Gas,False,False,1487.797181105529
2026-06-11 09:00:00+00:00,JEA,NUC,Nuclear,False,True,760.429670342826
2026-06-11 09:00:00+00:00,JEA,OTH,Other,False,False,165.31079790061435
2026-06-11 09:00:00+00:00,JEA,SUN,Solar,True,True,116.8923861988833
2026-06-11 09:00:00+00:00,JEA,WAT,Hydro,True,True,132.24863832049147
2026-06-11 09:00:00+00:00,LDWP,GEO,Geothermal,True,True,190.31847749587823
2026-06-11 09:00:00+00:00,LDWP,NG,Natural Gas,False,False,2220.3822374519127
2026-06-11 09:00:00+00:00,LDWP,NUC,Nuclear,False,True,444.0764474903826
2026-06-11 09:00:00+00:00,LDWP,OTH,Other,False,False,126.87898499725216
2026-06-11 09:00:00+00:00,LDWP,SUN,Solar,True,True,1121.4623835202904
2026-06-11 09:00:00+00:00,LDWP,WAT,Hydro,True,True,1141.9108649752693
2026-06-11 09:00:00+00:00,LDWP,WND,Wind,True,True,565.9892756116413
2026-06-11 09:00:00+00:00,MISO,COL,Coal,False,False,33782.4146147625
2026-06-11 09:00:00+00:00,MISO,NG,Natural Gas,False,False,33782.4146147625
2026-06-11 09:00:00+00:00,MISO,NUC,Nuclear,False,True,16891.20730738125
2026-06-11 09:00:00+00:00,MISO,OTH,Other,False,False,3378.24146147625
2026-06-11 09:00:00+00:00,MISO,SUN,Solar,True,True,1592.5182972636062
2026-06-11 09:00:00+00:00,MISO,WND,Wind,True,True,19897.206247558945
2026-06-11 09:00:00+00:00,NEVP,GEO,Geothermal,True,True,188.37872928523672
2026-06-11 09:00:00+00:00,NEVP,NG,Natural Gas,False,False,2197.751841661095
2026-06-11 09:00:00+00:00,NEVP,NUC,Nuclear,False,True,439.5503683322191
2026-06-11 09:00:00+00:00,NEVP,OTH,Other,False,False,125.58581952349115
2026-06-11 09:00:00+00:00,NEVP,SUN,Solar,True,True,1110.0323075741314
2026-06-11 09:00:00+00:00,NEVP,WAT,Hydro,True,True,1130.2723757114204
2026-06-11 09:00:00+00:00,NEVP,WND,Wind,True,True,645.4709374342498
2026-06-11 09:00:00+00:00,NWMT,COL,Coal,False,False,86.68322238499896
2026-06-11 09:00:00+00:00,NWMT,NG,Natural Gas,False,False,390.07450073249527
2026-06-11 09:00:00+00:00,NWMT,NUC,Nuclear,False,True,173.3664447699979
2026-06-11 09:00:00+00:00,NWMT,SUN,Solar,True,True,30.64714718176715
2026-06-11 09:00:00+00:00,NWMT,WAT,Hydro,True,True,1191.8943077937356
2026-06-11 09:00:00+00:00,NWMT,WND,Wind,True,True,227.94070182287373
2026-06-11 09:00:00+00:00,NYIS,NG,Natural Gas,False,False,12396.114518813758
2026-06-11 09:00:00+00:00,NYIS,NUC,Nuclear,False,True,8815.014768934228
2026-06-11 09:00:00+00:00,NYIS,OTH,Other,False,False,1377.3460576459731
2026-06-11 09:00:00+00:00,NYIS,SUN,Solar,True,True,779.1445899216201
2026-06-11 09:00:00+00:00,NYIS,WAT,Hydro,True,True,2203.753692233557
2026-06-11 09:00:00+00:00,NYIS,WND,Wind,True,True,1896.9275527777352
2026-06-11 09:00:00+00:00,PACE,GEO,Geothermal,True,True,320.0980574714054
2026-06-11 09:00:00+00:00,PACE,NG,Natural Gas,False,False,3734.4773371663964
2026-06-11 09:00:00+00:00,PACE,NUC,Nuclear,False,True,746.8954674332795
2026-06-11 09:00:00+00:00,PACE,OTH,Other,False,False,213.39870498093697
2026-06-11 09:00:00+00:00,PACE,SUN,Solar,True,True,1886.1958923556
2026-06-11 09:00:00+00:00,PACE,WAT,Hydro,True,True,1920.5883448284326
2026-06-11 09:00:00+00:00,PACE,WND,Wind,True,True,556.2002905575532
2026-06-11 09:00:00+00:00,PACW,GEO,Geothermal,True,True,145.7586999196107
2026-06-11 09:00:00+00:00,PACW,NG,Natural Gas,False,False,1700.5181657287917
2026-06-11 09:00:00+00:00,PACW,NUC,Nuclear,False,True,340.10363314575835
2026-06-11 09:00:00+00:00,PACW,OTH,Other,False,False,97.17246661307381
2026-06-11 09:00:00+00:00,PACW,SUN,Solar,True,True,858.8913760840985
2026-06-11 09:00:00+00:00,PACW,WAT,Hydro,True,True,874.5521995176642
2026-06-11 09:00:00+00:00,PACW,WND,Wind,True,True,503.63402392235787
2026-06-11 09:00:00+00:00,PGE,COL,Coal,False,False,158.13720731344026
2026-06-11 09:00:00+00:00,PGE,NG,Natural Gas,False,False,711.6174329104812
2026-06-11 09:00:00+00:00,PGE,NUC,Nuclear,False,True,316.2744146268805
2026-06-11 09:00:00+00:00,PGE,SUN,Solar,True,True,55.909945824618255
2026-06-11 09:00:00+00:00,PGE,WAT,Hydro,True,True,2174.386600559804
2026-06-11 09:00:00+00:00,PGE,WND,Wind,True,True,382.72198779293404
2026-06-11 09:00:00+00:00,PJM,COL,Coal,False,False,13352.973336567142
2026-06-11 09:00:00+00:00,PJM,NG,Natural Gas,False,False,60088.38001455214
2026-06-11 09:00:00+00:00,PJM,NUC,Nuclear,False,True,40058.920009701425
2026-06-11 09:00:00+00:00,PJM,OTH,Other,False,False,5341.189334626857
2026-06-11 09:00:00+00:00,PJM,SUN,Solar,True,True,3776.7911981159145
2026-06-11 09:00:00+00:00,PJM,WAT,Hydro,True,True,2670.5946673134285
2026-06-11 09:00:00+00:00,PJM,WND,Wind,True,True,5920.152759597588
2026-06-11 09:00:00+00:00,PSCO,GEO,Geothermal,True,True,224.60273992963144
2026-06-11 09:00:00+00:00,PSCO,NG,Natural Gas,False,False,2620.365299179033
2026-06-11 09:00:00+00:00,PSCO,NUC,Nuclear,False,True,524.0730598358067
2026-06-11 09:00:00+00:00,PSCO,OTH,Other,False,False,149.73515995308762
2026-06-11 09:00:00+00:00,PSCO,SUN,Solar,True,True,1323.484337311008
2026-06-11 09:00:00+00:00,PSCO,WAT,Hydro,True,True,1347.6164395777885
2026-06-11 09:00:00+00:00,PSCO,WND,Wind,True,True,840.82584007268
2026-06-11 09:00:00+00:00,PSEI,COL,Coal,False,False,216.83717522188635
2026-06-11 09:00:00+00:00,PSEI,NG,Natural Gas,False,False,975.7672884984886
2026-06-11 09:00:00+00:00,PSEI,NUC,Nuclear,False,True,433.6743504437727
2026-06-11 09:00:00+00:00,PSEI,SUN,Solar,True,True,76.66351850636573
2026-06-11 09:00:00+00:00,PSEI,WAT,Hydro,True,True,2981.511159300938
2026-06-11 09:00:00+00:00,PSEI,WND,Wind,True,True,908.1597922628614
2026-06-11 09:00:00+00:00,SCEG,COL,Coal,False,False,1034.1716968109572
2026-06-11 09:00:00+00:00,SCEG,NG,Natural Gas,False,False,2585.429242027393
2026-06-11 09:00:00+00:00,SCEG,NUC,Nuclear,False,True,1321.4416125917787
2026-06-11 09:00:00+00:00,SCEG,OTH,Other,False,False,287.26991578082146
2026-06-11 09:00:00+00:00,SCEG,SUN,Solar,True,True,203.13050547950726
2026-06-11 09:00:00+00:00,SCEG,WAT,Hydro,True,True,229.81593262465714
2026-06-11 09:00:00+00:00,SCL,COL,Coal,False,False,70.83235836396099
2026-06-11 09:00:00+00:00,SCL,NG,Natural Gas,False,False,318.7456126378244
2026-06-11 09:00:00+00:00,SCL,NUC,Nuclear,False,True,141.66471672792198
2026-06-11 09:00:00+00:00,SCL,SUN,Solar,True,True,25.043020463296244
2026-06-11 09:00:00+00:00,SCL,WAT,Hydro,True,True,973.9449275044636
2026-06-11 09:00:00+00:00,SCL,WND,Wind,True,True,233.39509399693029
2026-06-11 09:00:00+00:00,SOCO,COL,Coal,False,False,7479.67112975722
2026-06-11 09:00:00+00:00,SOCO,NG,Natural Gas,False,False,18699.177824393053
2026-06-11 09:00:00+00:00,SOCO,NUC,Nuclear,False,True,9557.357554689783
2026-06-11 09:00:00+00:00,SOCO,OTH,Other,False,False,2077.6864249325613
2026-06-11 09:00:00+00:00,SOCO,SUN,Solar,True,True,1469.146160249049
2026-06-11 09:00:00+00:00,SOCO,WAT,Hydro,True,True,1662.149139946049
2026-06-11 09:00:00+00:00,SRP,COL,Coal,False,False,1275.7485309250653
2026-06-11 09:00:00+00:00,SRP,NG,Natural Gas,False,False,2480.622143465405
2026-06-11 09:00:00+00:00,SRP,NUC,Nuclear,False,True,1133.9986941556137
2026-06-11 09:00:00+00:00,SRP,OTH,Other,False,False,354.3745919236293
2026-06-11 09:00:00+00:00,SRP,SUN,Solar,True,True,1002.3227081176552
2026-06-11 09:00:00+00:00,SRP,WND,Wind,True,True,339.4331145893913
2026-06-11 09:00:00+00:00,SWPP,COL,Coal,False,False,8718.357387895265
2026-06-11 09:00:00+00:00,SWPP,NG,Natural Gas,False,False,15499.302022924918
2026-06-11 09:00:00+00:00,SWPP,NUC,Nuclear,False,True,2421.7659410820183
2026-06-11 09:00:00+00:00,SWPP,OTH,Other,False,False,484.3531882164037
2026-06-11 09:00:00+00:00,SWPP,SUN,Solar,True,True,684.9788477542864
2026-06-11 09:00:00+00:00,SWPP,WND,Wind,True,True,21729.721245930778
2026-06-11 09:00:00+00:00,TEC,COL,Coal,False,False,727.4421458735468
2026-06-11 09:00:00+00:00,TEC,NG,Natural Gas,False,False,1818.605364683867
2026-06-11 09:00:00+00:00,TEC,NUC,Nuclear,False,True,929.5094086161987
2026-06-11 09:00:00+00:00,TEC,OTH,Other,False,False,202.0672627426519
2026-06-11 09:00:00+00:00,TEC,SUN,Solar,True,True,142.88313174113298
2026-06-11 09:00:00+00:00,TEC,WAT,Hydro,True,True,161.65381019412152
2026-06-11 09:00:00+00:00,TEPC,COL,Coal,False,False,532.5816186299123
2026-06-11 09:00:00+00:00,TEPC,NG,Natural Gas,False,False,1035.575369558163
2026-06-11 09:00:00+00:00,TEPC,NUC,Nuclear,False,True,473.4058832265888
2026-06-11 09:00:00+00:00,TEPC,OTH,Other,False,False,147.939338508309
2026-06-11 09:00:00+00:00,TEPC,SUN,Solar,True,True,418.4356378539097
2026-06-11 09:00:00+00:00,TEPC,WND,Wind,True,True,174.49054129740503
2026-06-11 09:00:00+00:00,TVA,COL,Coal,False,False,5016.997187448726
2026-06-11 09:00:00+00:00,TVA,NG,Natural Gas,False,False,12542.492968621818
2026-06-11 09:00:00+00:00,TVA,NUC,Nuclear,False,True,6410.607517295596
2026-06-11 09:00:00+00:00,TVA,OTH,Other,False,False,1393.6103298468688
2026-06-11 09:00:00+00:00,TVA,SUN,Solar,True,True,985.4313145663423
2026-06-11 09:00:00+00:00,TVA,WAT,Hydro,True,True,1114.8882638774949
2026-06-11 10:00:00+00:00,AECI,COL,Coal,False,False,2246.1226779230483
2026-06-11 10:00:00+00:00,AECI,NG,Natural Gas,False,False,2246.1226779230483
2026-06-11 10:00:00+00:00,AECI,NUC,Nuclear,False,True,1123.0613389615241
2026-06-11 10:00:00+00:00,AECI,OTH,Other,False,False,224.6122677923048
2026-06-11 10:00:00+00:00,AECI,SUN,Solar,True,True,129.67995327317948
2026-06-11 10:00:00+00:00,AECI,WND,Wind,True,True,1816.4676386565222
2026-06-11 10:00:00+00:00,AVA,COL,Coal,False,False,87.17788307692146
2026-06-11 10:00:00+00:00,AVA,NG,Natural Gas,False,False,392.3004738461466
2026-06-11 10:00:00+00:00,AVA,NUC,Nuclear,False,True,174.35576615384292
2026-06-11 10:00:00+00:00,AVA,SUN,Solar,True,True,37.74913069638174
2026-06-11 10:00:00+00:00,AVA,WAT,Hydro,True,True,1198.6958923076702
2026-06-11 10:00:00+00:00,AVA,WND,Wind,True,True,340.663584492813
2026-06-11 10:00:00+00:00,AZPS,COL,Coal,False,False,1648.247281579404
2026-06-11 10:00:00+00:00,AZPS,NG,Natural Gas,False,False,3204.9252697377296
2026-06-11 10:00:00+00:00,AZPS,NUC,Nuclear,False,True,1465.108694737248
2026-06-11 10:00:00+00:00,AZPS,OTH,Other,False,False,457.84646710539005
2026-06-11 10:00:00+00:00,AZPS,SUN,Solar,True,True,1586.0266861848963
2026-06-11 10:00:00+00:00,AZPS,WND,Wind,True,True,619.3164793487442
2026-06-11 10:00:00+00:00,BANC,GEO,Geothermal,True,True,123.47479348389606
2026-06-11 10:00:00+00:00,BANC,NG,Natural Gas,False,False,1440.5392573121208
2026-06-11 10:00:00+00:00,BANC,NUC,Nuclear,False,True,288.10785146242415
2026-06-11 10:00:00+00:00,BANC,OTH,Other,False,False,82.31652898926404
2026-06-11 10:00:00+00:00,BANC,SUN,Solar,True,True,891.1025657007605
2026-06-11 10:00:00+00:00,BANC,WAT,Hydro,True,True,740.8487609033764
2026-06-11 10:00:00+00:00,BANC,WND,Wind,True,True,386.6732844978017
2026-06-11 10:00:00+00:00,BPAT,COL,Coal,False,False,401.5211415737286
2026-06-11 10:00:00+00:00,BPAT,NG,Natural Gas,False,False,1806.8451370817786
2026-06-11 10:00:00+00:00,BPAT,NUC,Nuclear,False,True,803.0422831474572
2026-06-11 10:00:00+00:00,BPAT,SUN,Solar,True,True,173.86375437968852
2026-06-11 10:00:00+00:00,BPAT,WAT,Hydro,True,True,5520.915696638769
2026-06-11 10:00:00+00:00,BPAT,WND,Wind,True,True,1004.9505164783819
2026-06-11 10:00:00+00:00,CISO,GEO,Geothermal,True,True,1191.915983905422
2026-06-11 10:00:00+00:00,CISO,NG,Natural Gas,False,False,13905.68647889659
2026-06-11 10:00:00+00:00,CISO,NUC,Nuclear,False,True,2781.1372957793183
2026-06-11 10:00:00+00:00,CISO,OTH,Other,False,False,794.6106559369481
2026-06-11 10:00:00+00:00,CISO,SUN,Solar,True,True,8601.912676990163
2026-06-11 10:00:00+00:00,CISO,WAT,Hydro,True,True,7151.495903432532
2026-06-11 10:00:00+00:00,CISO,WND,Wind,True,True,4546.120148168541
2026-06-11 10:00:00+00:00,CPLE,COL,Coal,False,False,1852.0412515037917
2026-06-11 10:00:00+00:00,CPLE,NG,Natural Gas,False,False,4630.10312875948
2026-06-11 10:00:00+00:00,CPLE,NUC,Nuclear,False,True,2366.4971546992897
2026-06-11 10:00:00+00:00,CPLE,OTH,Other,False,False,514.4559031954977
2026-06-11 10:00:00+00:00,CPLE,SUN,Solar,True,True,445.531881294169
2026-06-11 10:00:00+00:00,CPLE,WAT,Hydro,True,True,411.5647225563982
2026-06-11 10:00:00+00:00,DUK,COL,Coal,False,False,4421.44252936652
2026-06-11 10:00:00+00:00,DUK,NG,Natural Gas,False,False,11053.606323416301
2026-06-11 10:00:00+00:00,DUK,NUC,Nuclear,False,True,5649.62100974611
2026-06-11 10:00:00+00:00,DUK,OTH,Other,False,False,1228.178480379589
2026-06-11 10:00:00+00:00,DUK,SUN,Solar,True,True,1063.6337643900918
2026-06-11 10:00:00+00:00,DUK,WAT,Hydro,True,True,982.5427843036713
2026-06-11 10:00:00+00:00,ERCO,COL,Coal,False,False,9763.029408686833
2026-06-11 10:00:00+00:00,ERCO,NG,Natural Gas,False,False,30040.09048826718
2026-06-11 10:00:00+00:00,ERCO,NUC,Nuclear,False,True,7510.022622066795
2026-06-11 10:00:00+00:00,ERCO,OTH,Other,False,False,1502.004524413359
2026-06-11 10:00:00+00:00,ERCO,SUN,Solar,True,True,6503.870373705664
2026-06-11 10:00:00+00:00,ERCO,WND,Wind,True,True,18917.927916280336
2026-06-11 10:00:00+00:00,FPL,COL,Coal,False,False,5114.82078108159
2026-06-11 10:00:00+00:00,FPL,NG,Natural Gas,False,False,12787.051952703976
2026-06-11 10:00:00+00:00,FPL,NUC,Nuclear,False,True,6535.604331382032
2026-06-11 10:00:00+00:00,FPL,OTH,Other,False,False,1420.7835503004417
2026-06-11 10:00:00+00:00,FPL,SUN,Solar,True,True,1230.4346478392283
2026-06-11 10:00:00+00:00,FPL,WAT,Hydro,True,True,1136.6268402403534
2026-06-11 10:00:00+00:00,IPCO,GEO,Geothermal,True,True,90.32424255496477
2026-06-11 10:00:00+00:00,IPCO,NG,Natural Gas,False,False,1053.7828298079223
2026-06-11 10:00:00+00:00,IPCO,NUC,Nuclear,False,True,210.75656596158447
2026-06-11 10:00:00+00:00,IPCO,OTH,Other,False,False,60.216161703309844
2026-06-11 10:00:00+00:00,IPCO,SUN,Solar,True,True,651.8590719182245
2026-06-11 10:00:00+00:00,IPCO,WAT,Hydro,True,True,541.9454553297886
2026-06-11 10:00:00+00:00,IPCO,WND,Wind,True,True,312.78382968078387
2026-06-11 10:00:00+00:00,ISNE,NG,Natural Gas,False,False,9184.753192997847
2026-06-11 10:00:00+00:00,ISNE,NUC,Nuclear,False,True,6531.3800483540235
2026-06-11 10:00:00+00:00,ISNE,OTH,Other,False,False,1020.5281325553162
2026-06-11 10:00:00+00:00,ISNE,SUN,Solar,True,True,707.0426304556775
2026-06-11 10:00:00+00:00,ISNE,WAT,Hydro,True,True,1632.8450120885059
2026-06-11 10:00:00+00:00,ISNE,WND,Wind,True,True,1218.4560073079967
2026-06-11 10:00:00+00:00,JEA,COL,Coal,False,False,583.8814611668645
2026-06-11 10:00:00+00:00,JEA,NG,Natural Gas,False,False,1459.7036529171612
2026-06-11 10:00:00+00:00,JEA,NUC,Nuclear,False,True,746.070755935438
2026-06-11 10:00:00+00:00,JEA,OTH,Other,False,False,162.1892947685735
2026-06-11 10:00:00+00:00,JEA,SUN,Solar,True,True,140.4600494914672
2026-06-11 10:00:00+00:00,JEA,WAT,Hydro,True,True,129.75143581485878
2026-06-11 10:00:00+00:00,LDWP,GEO,Geothermal,True,True,182.33496364882564
2026-06-11 10:00:00+00:00,LDWP,NG,Natural Gas,False,False,2127.2412425696325
2026-06-11 10:00:00+00:00,LDWP,NUC,Nuclear,False,True,425.44824851392656
2026-06-11 10:00:00+00:00,LDWP,OTH,Other,False,False,121.55664243255043
2026-06-11 10:00:00+00:00,LDWP,SUN,Solar,True,True,1315.8892543166264
2026-06-11 10:00:00+00:00,LDWP,WAT,Hydro,True,True,1094.009781892954
2026-06-11 10:00:00+00:00,LDWP,WND,Wind,True,True,729.736879570716
2026-06-11 10:00:00+00:00,MISO,COL,Coal,False,False,51954.74610946732
2026-06-11 10:00:00+00:00,MISO,NG,Natural Gas,False,False,51954.74610946732
2026-06-11 10:00:00+00:00,MISO,NUC,Nuclear,False,True,25977.37305473366
2026-06-11 10:00:00+00:00,MISO,OTH,Other,False,False,5195.474610946732
2026-06-11 10:00:00+00:00,MISO,SUN,Solar,True,True,2999.608665197962
2026-06-11 10:00:00+00:00,MISO,WND,Wind,True,True,37200.84849035941
2026-06-11 10:00:00+00:00,NEVP,GEO,Geothermal,True,True,195.81136061205476
2026-06-11 10:00:00+00:00,NEVP,NG,Natural Gas,False,False,2284.4658738073053
2026-06-11 10:00:00+00:00,NEVP,NUC,Nuclear,False,True,456.8931747614611
2026-06-11 10:00:00+00:00,NEVP,OTH,Other,False,False,130.54090707470317
2026-06-11 10:00:00+00:00,NEVP,SUN,Solar,True,True,1413.1467719969587
2026-06-11 10:00:00+00:00,NEVP,WAT,Hydro,True,True,1174.8681636723286
2026-06-11 10:00:00+00:00,NEVP,WND,Wind,True,True,601.8894606335084
2026-06-11 10:00:00+00:00,NWMT,COL,Coal,False,False,91.05808448101897
2026-06-11 10:00:00+00:00,NWMT,NG,Natural Gas,False,False,409.7613801645853
2026-06-11 10:00:00+00:00,NWMT,NUC,Nuclear,False,True,182.11616896203793
2026-06-11 10:00:00+00:00,NWMT,SUN,Solar,True,True,39.42930719025598
2026-06-11 10:00:00+00:00,NWMT,WAT,Hydro,True,True,1252.0486616140108
2026-06-11 10:00:00+00:00,NWMT,WND,Wind,True,True,372.4399588203272
2026-06-11 10:00:00+00:00,NYIS,NG,Natural Gas,False,False,12153.904378381249
2026-06-11 10:00:00+00:00,NYIS,NUC,Nuclear,False,True,8642.776446848888
2026-06-11 10:00:00+00:00,NYIS,OTH,Other,False,False,1350.4338198201388
2026-06-11 10:00:00+00:00,NYIS,SUN,Solar,True,True,935.6079952751179
2026-06-11 10:00:00+00:00,NYIS,WAT,Hydro,True,True,2160.694111712222
2026-06-11 10:00:00+00:00,NYIS,WND,Wind,True,True,2108.564322953118
2026-06-11 10:00:00+00:00,PACE,GEO,Geothermal,True,True,316.09339493687355
2026-06-11 10:00:00+00:00,PACE,NG,Natural Gas,False,False,3687.7562742635246
2026-06-11 10:00:00+00:00,PACE,NUC,Nuclear,False,True,737.551254852705
2026-06-11 10:00:00+00:00,PACE,OTH,Other,False,False,210.7289299579157
2026-06-11 10:00:00+00:00,PACE,SUN,Solar,True,True,2281.207583198333
2026-06-11 10:00:00+00:00,PACE,WAT,Hydro,True,True,1896.5603696212413
2026-06-11 10:00:00+00:00,PACE,WND,Wind,True,True,1088.1675731903174
2026-06-11 10:00:00+00:00,PACW,GEO,Geothermal,True,True,140.76109822598795
2026-06-11 10:00:00+00:00,PACW,NG,Natural Gas,False,False,1642.2128126365262
2026-06-11 10:00:00+00:00,PACW,NUC,Nuclear,False,True,328.44256252730526
2026-06-11 10:00:00+00:00,PACW,OTH,Other,False,False,93.84073215065864
2026-06-11 10:00:00+00:00,PACW,SUN,Solar,True,True,1015.8557244025187
2026-06-11 10:00:00+00:00,PACW,WAT,Hydro,True,True,844.5665893559277
2026-06-11 10:00:00+00:00,PACW,WND,Wind,True,True,527.2611360131204
2026-06-11 10:00:00+00:00,PGE,COL,Coal,False,False,148.36786591925747
