period_utc,ba_code,actual_mwh,expected_mwh,residual_mwh,z_score,severity,is_anomaly
2026-06-18 07:00:00+00:00,NEVP,6567.0,6273.674965730107,293.32503426989297,0.5230075363822174,info,False
2026-06-18 07:00:00+00:00,BPAT,9744.0,9710.498663161068,33.50133683893182,0.0375073444443078,info,False
2026-06-18 06:00:00+00:00,PSCO,0.0,6804.963612314357,-6804.963612314357,-7.702708901317602,critical,True
2026-06-18 06:00:00+00:00,JEA,1552.0,2899.2432213450334,-1347.2432213450334,-3.4378078492469797,critical,True
2026-06-18 06:00:00+00:00,SCEG,2518.0,5323.615980124044,-2805.6159801240437,-3.4177697169317955,critical,True
2026-06-18 06:00:00+00:00,PACE,6334.0,10433.2230700201,-4099.2230700201,-3.2285085857885383,critical,True
2026-06-18 06:00:00+00:00,DUK,11886.0,21246.409891741416,-9360.409891741416,-3.2160207166240924,critical,True
2026-06-18 06:00:00+00:00,AVA,1412.0,2159.375356045047,-747.3753560450468,-3.1960758886346126,critical,True
2026-06-18 06:00:00+00:00,TEPC,1902.0,2817.8520199290847,-915.8520199290847,-3.145199008172224,critical,True
2026-06-18 06:00:00+00:00,TEC,2794.0,4080.850335253741,-1286.850335253741,-3.135090084240101,critical,True
2026-06-18 06:00:00+00:00,FPL,17373.0,24543.94073316898,-7170.94073316898,-3.128248319362509,critical,True
2026-06-18 06:00:00+00:00,NWMT,1174.0,2108.5871438731065,-934.5871438731065,-3.0854400027735926,critical,True
2026-06-18 06:00:00+00:00,AECI,2348.0,6685.252894320113,-4337.252894320113,-3.079948886402485,critical,True
2026-06-18 06:00:00+00:00,SWPP,36339.0,47191.99260942031,-10852.992609420311,-3.0649471627870835,critical,True
2026-06-18 06:00:00+00:00,AZPS,6538.0,9114.671037672648,-2576.671037672648,-3.0556840396910387,critical,True
2026-06-18 06:00:00+00:00,PACW,2567.0,4668.865184497581,-2101.865184497581,-2.909221443784899,warn,True
2026-06-18 06:00:00+00:00,CPLE,7050.0,9382.977205455512,-2332.9772054555124,-2.741313934042918,warn,True
2026-06-18 06:00:00+00:00,NYIS,15540.0,25336.353338415887,-9796.353338415887,-2.74100013545106,warn,True
2026-06-18 06:00:00+00:00,CISO,30302.0,41074.19204247049,-10772.192042470488,-2.6292343838107324,warn,True
2026-06-18 06:00:00+00:00,ISNE,11987.0,19591.454257660505,-7604.454257660505,-2.6150576383644015,warn,True
2026-06-18 06:00:00+00:00,LDWP,3149.0,5595.155223290169,-2446.1552232901686,-2.576686715028903,warn,True
2026-06-18 06:00:00+00:00,MISO,73756.0,100849.86703925602,-27093.867039256016,-2.550877785643507,warn,True
2026-06-18 06:00:00+00:00,TVA,20357.0,27564.536968026267,-7207.536968026267,-2.5507227103207697,warn,True
2026-06-18 06:00:00+00:00,SRP,5811.0,7130.471351829894,-1319.471351829894,-2.5151198004968656,warn,True
2026-06-18 06:00:00+00:00,PSEI,2671.0,4685.264649825855,-2014.2646498258546,-2.509823905683181,warn,True
2026-06-18 06:00:00+00:00,SCL,983.0,1619.6634054699227,-636.6634054699227,-2.4807781937550266,warn,True
2026-06-18 06:00:00+00:00,PJM,91967.0,116026.77999046804,-24059.779990468043,-2.4642758773841957,warn,True
2026-06-18 06:00:00+00:00,PGE,2807.0,3797.9319921868105,-990.9319921868105,-2.3574982879672257,warn,True
2026-06-18 06:00:00+00:00,BPAT,7287.0,9354.366394984532,-2067.3663949845322,-2.3155208858361576,warn,True
2026-06-18 06:00:00+00:00,BANC,2410.0,3658.2209753311563,-1248.2209753311563,-2.2277998231138953,warn,True
2026-06-18 06:00:00+00:00,ERCO,61413.0,73819.57851823847,-12406.578518238472,-2.162125174409422,warn,True
2026-06-18 06:00:00+00:00,NEVP,7097.0,6102.788498574364,994.211501425636,1.773315205553504,info,False
2026-06-18 06:00:00+00:00,IPCO,2730.0,3070.6370909109432,-340.63709091094324,-1.5422133718204538,info,False
2026-06-18 05:00:00+00:00,JEA,1654.0,2866.206088156799,-1212.206088156799,-3.182844191215395,critical,True
2026-06-18 05:00:00+00:00,SOCO,27351.0,38271.962475487744,-10920.962475487744,-3.1317215747742155,critical,True
2026-06-18 05:00:00+00:00,SCEG,2658.0,5075.77472874678,-2417.77472874678,-3.020364161912736,critical,True
2026-06-18 05:00:00+00:00,DUK,12552.0,20794.465440863605,-8242.465440863605,-2.905399596389019,warn,True
2026-06-18 05:00:00+00:00,AECI,2575.0,6490.081644720649,-3915.081644720649,-2.8441951894132718,warn,True
2026-06-18 05:00:00+00:00,NWMT,1264.0,2092.221159051597,-828.2211590515972,-2.797218202734814,warn,True
2026-06-18 05:00:00+00:00,PACE,6923.0,10339.435447821705,-3416.4354478217047,-2.7592772465201225,warn,True
2026-06-18 05:00:00+00:00,TEC,2982.0,4068.8012268588504,-1086.8012268588504,-2.721563547510994,warn,True
2026-06-18 05:00:00+00:00,FPL,18492.0,24354.54770371897,-5862.54770371897,-2.6209744355813536,warn,True
2026-06-18 05:00:00+00:00,NYIS,16190.0,25346.9231957382,-9156.9231957382,-2.6073621849365534,warn,True
2026-06-18 05:00:00+00:00,AZPS,6788.0,8894.421738531493,-2106.4217385314932,-2.5560186162200726,warn,True
2026-06-18 05:00:00+00:00,PACW,2782.0,4585.182789961093,-1803.1827899610926,-2.5429023697530058,warn,True
2026-06-18 05:00:00+00:00,SCL,1029.0,1663.8570647262175,-634.8570647262175,-2.5079102178696484,warn,True
2026-06-18 05:00:00+00:00,ISNE,11989.0,19074.641503939747,-7085.641503939747,-2.4742105079794636,warn,True
2026-06-18 05:00:00+00:00,TEPC,2038.0,2736.8740209261773,-698.8740209261773,-2.4547210561960435,warn,True
2026-06-18 05:00:00+00:00,AVA,1531.0,2119.973110968794,-588.9731109687941,-2.4271444804961066,warn,True
2026-06-18 05:00:00+00:00,NEVP,7294.0,5946.68347162474,1347.3165283752596,2.4215332825761298,warn,True
2026-06-18 05:00:00+00:00,PJM,94106.0,116852.60088818232,-22746.60088818232,-2.360530985239263,warn,True
2026-06-18 05:00:00+00:00,LDWP,3482.0,5549.0497964083615,-2067.0497964083615,-2.210471156112357,warn,True
2026-06-18 05:00:00+00:00,PSEI,2850.0,4599.6186320898505,-1749.6186320898505,-2.209995228157536,warn,True
2026-06-18 05:00:00+00:00,SWPP,38540.0,45584.35110858568,-7044.351108585681,-2.0397197220255467,warn,True
2026-06-18 05:00:00+00:00,MISO,76973.0,98173.87706573852,-21200.877065738518,-2.0266179177811168,warn,True
2026-06-18 05:00:00+00:00,CPLE,7512.0,9185.06813089324,-1673.0681308932399,-2.0037132378045412,warn,True
2026-06-18 05:00:00+00:00,CISO,32310.0,40111.69492383235,-7801.6949238323505,-1.9346442137352458,info,False
2026-06-18 05:00:00+00:00,BANC,2645.0,3665.2825032374076,-1020.2825032374076,-1.8379860656271987,info,False
2026-06-18 05:00:00+00:00,PSCO,5839.0,7068.817091069892,-1229.8170910698918,-1.6921741953394387,info,False
2026-06-18 05:00:00+00:00,TVA,22549.0,27118.387655516923,-4569.387655516923,-1.6435390224108062,info,False
2026-06-18 05:00:00+00:00,PGE,2995.0,3635.9967842564374,-640.9967842564374,-1.5447659315046929,info,False
2026-06-18 05:00:00+00:00,BPAT,7647.0,8915.53111960774,-1268.53111960774,-1.4379248513664966,info,False
2026-06-18 05:00:00+00:00,ERCO,65079.0,70759.3182131415,-5680.318213141494,-1.001224590463159,info,False
2026-06-18 05:00:00+00:00,SRP,6368.0,6827.416391919553,-459.41639191955255,-0.8882000092142407,info,False
2026-06-18 05:00:00+00:00,IPCO,2945.0,2978.395220460205,-33.39522046020511,-0.15213833211748962,info,False
2026-06-18 04:00:00+00:00,NEVP,7686.0,5898.716541056059,1787.2834589439408,3.26203507498029,critical,True
2026-06-18 04:00:00+00:00,JEA,1801.0,2844.448181219658,-1043.4481812196582,-2.8041723607387654,warn,True
2026-06-18 04:00:00+00:00,SCEG,2822.0,4954.677717045242,-2132.6777170452424,-2.7174895689358487,warn,True
2026-06-18 04:00:00+00:00,AECI,2911.0,6480.6972549385055,-3569.6972549385055,-2.6431169221333444,warn,True
2026-06-18 04:00:00+00:00,DUK,13586.0,20664.706557596015,-7078.706557596015,-2.547728012752107,warn,True
2026-06-18 04:00:00+00:00,SOCO,29233.0,37601.18642570484,-8368.186425704836,-2.4593614629021117,warn,True
2026-06-18 04:00:00+00:00,NWMT,1321.0,2022.7028920244945,-701.7028920244945,-2.4131615438554452,warn,True
2026-06-18 04:00:00+00:00,TEPC,2128.0,2742.6311036913576,-614.6311036913576,-2.1868397292436947,warn,True
2026-06-18 04:00:00+00:00,PACW,2945.0,4460.296958591559,-1515.296958591559,-2.1660165352136507,warn,True
2026-06-18 04:00:00+00:00,NYIS,17052.0,24452.28269484028,-7400.28269484028,-2.142458304587264,warn,True
2026-06-18 04:00:00+00:00,PSEI,2941.0,4615.426821235389,-1674.426821235389,-2.1367349524289323,warn,True
2026-06-18 04:00:00+00:00,PACE,7390.0,9969.974921741119,-2579.974921741119,-2.1203015962494534,warn,True
2026-06-18 04:00:00+00:00,PJM,97422.0,117543.70068079309,-20121.70068079309,-2.115993694797972,warn,True
2026-06-18 04:00:00+00:00,SCL,1056.0,1573.0400084156252,-517.0400084156252,-2.071692032351749,warn,True
2026-06-18 04:00:00+00:00,LDWP,3580.0,5480.468086519507,-1900.4680865195069,-2.0536552016720817,warn,True
2026-06-18 04:00:00+00:00,ISNE,12802.0,18480.696091667523,-5678.696091667523,-2.011437082999826,warn,True
2026-06-18 04:00:00+00:00,AZPS,7054.0,8599.892403864671,-1545.892403864671,-1.9035928872417867,info,False
2026-06-18 04:00:00+00:00,TVA,22549.0,27564.937548289316,-5015.937548289316,-1.814677419358965,info,False
2026-06-18 04:00:00+00:00,TEC,3210.0,3915.2642883951353,-705.2642883951353,-1.8010557538383438,info,False
2026-06-18 04:00:00+00:00,AVA,1595.0,1991.1251423423769,-396.1251423423769,-1.5780687499545583,info,False
2026-06-18 04:00:00+00:00,MISO,81189.0,96992.46093078918,-15803.46093078918,-1.5234727299081405,info,False
2026-06-18 04:00:00+00:00,CISO,32977.0,38967.53124318217,-5990.531243182173,-1.4967872585402786,info,False
2026-06-18 04:00:00+00:00,FPL,20005.0,23122.054224565665,-3117.054224565665,-1.4179256919695549,info,False
2026-06-18 04:00:00+00:00,BANC,2860.0,3634.1499006061968,-774.1499006061968,-1.4037544547009746,info,False
2026-06-18 04:00:00+00:00,CPLE,8161.0,9310.00575322156,-1149.0057532215596,-1.3912966024728548,info,False
2026-06-18 04:00:00+00:00,BPAT,7928.0,9033.024930246009,-1105.0249302460088,-1.2551039719633463,info,False
2026-06-18 04:00:00+00:00,IPCO,3114.0,2849.406972731742,264.5930272682581,1.204213801953109,info,False
2026-06-18 04:00:00+00:00,PGE,3082.0,3562.692467903989,-480.6924679039889,-1.163988613890888,info,False
2026-06-18 04:00:00+00:00,SWPP,41330.0,45163.00941236784,-3833.0094123678427,-1.1212397683653847,info,False
2026-06-18 04:00:00+00:00,PSCO,6469.0,6988.905688534557,-519.9056885345572,-0.7192138517058945,info,False
2026-06-18 04:00:00+00:00,SRP,6859.0,6734.531680805372,124.46831919462784,0.2408800592539062,info,False
2026-06-18 04:00:00+00:00,ERCO,68991.0,69916.75470075481,-925.7547007548128,-0.16329842386503507,info,False
2026-06-18 03:00:00+00:00,NEVP,8059.0,5952.895408343882,2106.104591656118,3.9599623752602655,critical,True
2026-06-18 03:00:00+00:00,SCEG,3055.0,5064.825434264159,-2009.8254342641594,-2.563857964022394,warn,True
2026-06-18 03:00:00+00:00,AECI,3184.0,6379.973267558493,-3195.973267558493,-2.404917395944212,warn,True
2026-06-18 03:00:00+00:00,JEA,1955.0,2833.529505268595,-878.5295052685951,-2.403104313559043,warn,True
2026-06-18 03:00:00+00:00,NWMT,1343.0,2001.6224337357994,-658.6224337357994,-2.293240945676969,warn,True
2026-06-18 03:00:00+00:00,DUK,14855.0,20496.091585638995,-5641.091585638995,-2.0626868798750433,warn,True
2026-06-18 03:00:00+00:00,LDWP,3608.0,5437.9165822943705,-1829.9165822943705,-1.9947684102839747,info,False
2026-06-18 03:00:00+00:00,PSEI,3011.0,4555.900146828913,-1544.9001468289134,-1.985387966478684,info,False
2026-06-18 03:00:00+00:00,SCL,1072.0,1558.014316866454,-486.014316866454,-1.9649297420099379,info,False
2026-06-18 03:00:00+00:00,PACW,3095.0,4435.401789801497,-1340.4017898014972,-1.933276862006938,info,False
2026-06-18 03:00:00+00:00,IPCO,3265.0,2870.360632997237,394.6393670027628,1.8034856150634766,info,False
2026-06-18 03:00:00+00:00,NYIS,18168.0,23905.887157419478,-5737.887157419478,-1.6787780580057754,info,False
2026-06-18 03:00:00+00:00,SOCO,31163.0,36768.82959183549,-5605.8295918354925,-1.6724497011718327,info,False
2026-06-18 03:00:00+00:00,TEPC,2179.0,2643.145801254621,-464.1458012546209,-1.668006615247274,info,False
2026-06-18 03:00:00+00:00,PACE,7927.0,9879.278378729645,-1952.2783787296448,-1.620050019312419,info,False
2026-06-18 03:00:00+00:00,ISNE,14056.0,18252.058831119306,-4196.058831119306,-1.4982450546987855,info,False
2026-06-18 03:00:00+00:00,AVA,1648.0,1993.4124916940916,-345.4124916940916,-1.3820383347886986,info,False
2026-06-18 03:00:00+00:00,AZPS,7391.0,8481.772859204342,-1090.7728592043422,-1.35226746762022,info,False
2026-06-18 03:00:00+00:00,PJM,102693.0,114947.35155284271,-12254.351552842709,-1.3022153716683913,info,False
2026-06-18 03:00:00+00:00,CISO,33412.0,37994.26198037877,-4582.2619803787675,-1.1494136955010523,info,False
2026-06-18 03:00:00+00:00,MISO,85018.0,96740.69927100828,-11722.699271008285,-1.135055774249193,info,False
2026-06-18 03:00:00+00:00,TEC,3479.0,3883.892310665178,-404.8923106651778,-1.0428537659968649,info,False
2026-06-18 03:00:00+00:00,PGE,3146.0,3542.3632756053753,-396.3632756053753,-0.9620766292541668,info,False
2026-06-18 03:00:00+00:00,FPL,22033.0,24006.3691048048,-1973.3691048047986,-0.9016553953350928,info,False
2026-06-18 03:00:00+00:00,BANC,3078.0,3542.5428658872647,-464.5428658872647,-0.845557244798907,info,False
2026-06-18 03:00:00+00:00,BPAT,8124.0,8862.349076337812,-738.3490763378122,-0.840352696958894,info,False
2026-06-18 03:00:00+00:00,SRP,6987.0,6578.707689764082,408.2923102359182,0.7903538684372069,info,False
2026-06-18 03:00:00+00:00,TVA,24055.0,26072.323741509317,-2017.3237415093172,-0.7355134426539581,info,False
2026-06-18 03:00:00+00:00,ERCO,72545.0,68828.16282505119,3716.837174948814,0.6550850320002564,info,False
2026-06-18 03:00:00+00:00,CPLE,8947.0,9112.914399187863,-165.91439918786273,-0.2019390068965308,info,False
2026-06-18 03:00:00+00:00,SWPP,43718.0,44251.83934599119,-533.8393459911895,-0.15657771596431158,info,False
2026-06-18 03:00:00+00:00,PSCO,6835.0,6843.549117705728,-8.54911770572835,-0.011825916257779533,info,False
2026-06-18 02:00:00+00:00,NEVP,8574.0,5907.226762928156,2666.773237071844,5.245348485958428,critical,True
2026-06-18 02:00:00+00:00,NWMT,1371.0,2073.791295962894,-702.7912959628939,-2.475441317588648,warn,True
2026-06-18 02:00:00+00:00,AECI,3336.0,6398.308777741537,-3062.3087777415367,-2.3346992929872408,warn,True
2026-06-18 02:00:00+00:00,SCEG,3273.0,5071.90997097084,-1798.9099709708398,-2.3286529392439643,warn,True
2026-06-18 02:00:00+00:00,JEA,2102.0,2879.820392209656,-777.8203922096559,-2.1533369814661474,warn,True
2026-06-18 02:00:00+00:00,IPCO,3298.0,2868.879867129372,429.1201328706279,1.982662461509949,info,False
2026-06-18 02:00:00+00:00,SCL,1088.0,1565.3479471142139,-477.34794711421387,-1.9461373581750359,info,False
2026-06-18 02:00:00+00:00,PACW,3170.0,4505.735719336631,-1335.7357193366306,-1.9401042978739864,info,False
2026-06-18 02:00:00+00:00,PSEI,3034.0,4471.425116284096,-1437.4251162840956,-1.8620432556409994,info,False
2026-06-18 02:00:00+00:00,SRP,7478.0,6558.983334422622,919.0166655773783,1.7829021517826975,info,False
2026-06-18 02:00:00+00:00,LDWP,3713.0,5162.50874868455,-1449.5087486845496,-1.592166384042733,info,False
2026-06-18 02:00:00+00:00,DUK,16141.0,20368.834426834514,-4227.834426834514,-1.5600428512240672,info,False
2026-06-18 02:00:00+00:00,TEPC,2283.0,2684.4138458730986,-401.4138458730986,-1.4502110936923367,info,False
2026-06-18 02:00:00+00:00,NYIS,19132.0,23992.00520754241,-4860.00520754241,-1.4306436043700064,info,False
2026-06-18 02:00:00+00:00,AZPS,7507.0,8465.896306051163,-958.8963060511633,-1.1929769971222728,info,False
2026-06-18 02:00:00+00:00,ISNE,15255.0,18494.909730332645,-3239.9097303326453,-1.1621500191088678,info,False
2026-06-18 02:00:00+00:00,CISO,33213.0,37691.448117792956,-4478.448117792956,-1.1253660801737666,info,False
2026-06-18 02:00:00+00:00,AVA,1693.0,1967.119367675991,-274.11936767599104,-1.09941088867106,info,False
2026-06-18 02:00:00+00:00,SOCO,33094.0,36691.65335550401,-3597.653355504008,-1.0801979747754578,info,False
2026-06-18 02:00:00+00:00,PACE,8664.0,9938.601876944784,-1274.6018769447837,-1.0625099701417071,info,False
2026-06-18 02:00:00+00:00,ERCO,74373.0,69018.43159584134,5354.568404158665,0.9456394139222323,info,False
2026-06-18 02:00:00+00:00,PJM,107772.0,116109.20783767792,-8337.207837677925,-0.8888985082151267,info,False
2026-06-18 02:00:00+00:00,MISO,87423.0,95409.33200836998,-7986.33200836998,-0.7749982115137632,info,False
2026-06-18 02:00:00+00:00,BPAT,8162.0,8835.616506152,-673.6165061520005,-0.7672568358742564,info,False
2026-06-18 02:00:00+00:00,PGE,3135.0,3435.4856447090347,-300.48564470903466,-0.7300982782322051,info,False
2026-06-18 02:00:00+00:00,SWPP,45396.0,42969.33592234946,2426.6640776505374,0.711580918251648,info,False
2026-06-18 02:00:00+00:00,BANC,3254.0,3591.3374127335696,-337.33741273356964,-0.6144881137567455,info,False
2026-06-18 02:00:00+00:00,TEC,3747.0,3963.661928360407,-216.66192836040682,-0.5593287218951699,info,False
2026-06-18 02:00:00+00:00,TVA,25228.0,26027.66619077094,-799.6661907709386,-0.29178347329372734,info,False
2026-06-18 02:00:00+00:00,PSCO,7070.0,6873.51757479766,196.48242520233998,0.2717983814990037,info,False
2026-06-18 02:00:00+00:00,CPLE,9735.0,9558.350285394641,176.6497146053589,0.21497232338027672,info,False
2026-06-18 02:00:00+00:00,FPL,23541.0,23568.699001241763,-27.699001241762744,-0.012670573446048966,info,False
2026-06-18 01:00:00+00:00,NEVP,8908.0,5913.66011061676,2994.33988938324,6.412757270241428,critical,True
2026-06-18 01:00:00+00:00,SRP,7630.0,6481.772008962375,1148.2279910376246,2.2517390542568907,warn,True
2026-06-18 01:00:00+00:00,AECI,3547.0,6414.9392703250405,-2867.9392703250405,-2.2135786933706854,warn,True
2026-06-18 01:00:00+00:00,SCEG,3382.0,5070.228866856393,-1688.2288668563933,-2.2098924313214523,warn,True
2026-06-18 01:00:00+00:00,NWMT,1362.0,1986.5859696464022,-624.5859696464022,-2.1628878411206105,warn,True
2026-06-18 01:00:00+00:00,IPCO,3277.0,2824.585791963164,452.41420803683604,2.118504654267004,warn,True
2026-06-18 01:00:00+00:00,PSEI,3001.0,4550.906758450676,-1549.9067584506756,-2.019396983650908,warn,True
2026-06-18 01:00:00+00:00,JEA,2195.0,2890.3750201733947,-695.3750201733947,-1.944029102879903,info,False
2026-06-18 01:00:00+00:00,LDWP,3709.0,5383.454100289462,-1674.454100289462,-1.8463913247773647,info,False
2026-06-18 01:00:00+00:00,SCL,1102.0,1536.580222955623,-434.58022295562296,-1.7851460695334342,info,False
2026-06-18 01:00:00+00:00,ERCO,76649.0,67159.69504517906,9489.304954820938,1.681968316083716,info,False
2026-06-18 01:00:00+00:00,PACW,3155.0,4298.86917564927,-1143.86917564927,-1.6736171179989692,info,False
2026-06-18 01:00:00+00:00,CPLE,10212.0,9155.285402731923,1056.7145972680773,1.2862494410027712,info,False
2026-06-18 01:00:00+00:00,NYIS,19573.0,23911.84664837005,-4338.84664837005,-1.2825311758236373,info,False
2026-06-18 01:00:00+00:00,AVA,1695.0,1987.8518929423838,-292.85189294238376,-1.176152876822496,info,False
2026-06-18 01:00:00+00:00,PGE,3063.0,3522.747956751361,-459.747956751361,-1.1158370214135467,info,False
2026-06-18 01:00:00+00:00,AZPS,7448.0,8333.157844817099,-885.1578448170985,-1.103789850859883,info,False
2026-06-18 01:00:00+00:00,DUK,16860.0,19752.369698145616,-2892.369698145616,-1.0715490373374663,info,False
2026-06-18 01:00:00+00:00,CISO,32931.0,36956.410235037,-4025.4102350370013,-1.013309229275243,info,False
2026-06-18 01:00:00+00:00,ISNE,15820.0,18376.031756794182,-2556.031756794182,-0.9188403987055456,info,False
2026-06-18 01:00:00+00:00,SWPP,47319.0,44205.68946622926,3113.3105337707384,0.9111030965435372,info,False
2026-06-18 01:00:00+00:00,PACE,8901.0,9903.867311954931,-1002.8673119549312,-0.8368496299399591,info,False
2026-06-18 01:00:00+00:00,TEPC,2450.0,2675.632561455049,-225.6325614550492,-0.8181904643919746,info,False
2026-06-18 01:00:00+00:00,BPAT,8084.0,8776.963629552727,-692.9636295527271,-0.7893609326975433,info,False
2026-06-18 01:00:00+00:00,MISO,88837.0,96597.08589980102,-7760.085899801023,-0.7533891602647054,info,False
2026-06-18 01:00:00+00:00,SOCO,34493.0,36296.736952093845,-1803.7369520938446,-0.5425888689297228,info,False
2026-06-18 01:00:00+00:00,BANC,3287.0,3573.887322023761,-286.88732202376104,-0.5224979346426715,info,False
2026-06-18 01:00:00+00:00,PJM,109928.0,113827.53598686354,-3899.5359868635423,-0.4162621317582128,info,False
2026-06-18 01:00:00+00:00,PSCO,7076.0,6856.818559944473,219.18144005552676,0.3034904995315221,info,False
2026-06-18 01:00:00+00:00,TEC,3918.0,3838.394231987269,79.605768012731,0.20538363267964566,info,False
2026-06-18 01:00:00+00:00,FPL,24367.0,24011.671870272457,355.32812972754255,0.16240754963606072,info,False
2026-06-18 01:00:00+00:00,TVA,26006.0,26072.0790582862,-66.07905828619914,-0.024092811693037286,info,False
2026-06-18 00:00:00+00:00,NEVP,8872.0,6363.088036827573,2508.911963172427,6.154316863515743,critical,True
2026-06-18 00:00:00+00:00,SRP,7815.0,6459.795627412473,1355.2043725875274,2.7004001286264,warn,True
2026-06-18 00:00:00+00:00,PSEI,2887.0,4870.811580992959,-1983.8115809929586,-2.6075045695986208,warn,True
2026-06-18 00:00:00+00:00,AECI,3710.0,6606.2790715839565,-2896.2790715839565,-2.259888967627995,warn,True
2026-06-18 00:00:00+00:00,NWMT,1358.0,1998.8341821574038,-640.8341821574038,-2.2428917314762153,warn,True
2026-06-18 00:00:00+00:00,SCEG,3496.0,5093.26934043418,-1597.2693404341799,-2.113018981935121,warn,True
2026-06-18 00:00:00+00:00,SCL,1078.0,1573.403992429908,-495.40399242990793,-2.0479328571159288,warn,True
2026-06-18 00:00:00+00:00,IPCO,3229.0,2807.19445296916,421.80554703084,2.005679881862418,warn,True
2026-06-18 00:00:00+00:00,LDWP,3688.0,5321.277882572032,-1633.2778825720316,-1.8133282236028343,info,False
2026-06-18 00:00:00+00:00,ERCO,77874.0,68806.77764137617,9067.222358623825,1.6229142801143257,info,False
2026-06-18 00:00:00+00:00,PACW,3087.0,4144.470897592376,-1057.4708975923759,-1.5552322956241715,info,False
2026-06-18 00:00:00+00:00,AZPS,7071.0,8310.617663721961,-1239.6176637219614,-1.5483819675059822,info,False
2026-06-18 00:00:00+00:00,JEA,2290.0,2838.977086847524,-548.9770868475239,-1.5463820946001405,info,False
2026-06-18 00:00:00+00:00,PGE,2942.0,3556.589129054239,-614.589129054239,-1.4946831299143553,info,False
2026-06-18 00:00:00+00:00,MISO,90535.0,105773.16727020078,-15238.167270200778,-1.4801335586161446,info,False
2026-06-18 00:00:00+00:00,AVA,1683.0,2010.2726756506042,-327.27267565060424,-1.3167135975276865,info,False
2026-06-18 00:00:00+00:00,PJM,112283.0,124275.41259981587,-11992.41259981587,-1.2799772218294432,info,False
2026-06-18 00:00:00+00:00,NYIS,19798.0,23960.654527701827,-4162.654527701827,-1.2342525864913272,info,False
